"","date_ymd","Year","Month","SK05JG004_cms","SK05JG004_combined_cms","SK05JG004_predicted_cms","SK05JG006_cms","SK05JG013_cms","SK05JG014_cms","SK05JG014_combined_cms","SK05JG014_predicted_cms","Ungauged_predicted_cms","RC_IC_cms"
"1",1980-01-01,1980,1,1.10322580645161,1.10322580645161,1.1744,1.27,0,NA,0,0,-0.0956,0
"2",1980-02-01,1980,2,1.0851724137931,1.0851724137931,1.11573520465988,1.20862068965517,0.000344827586206897,NA,0.00193952006573825,0.00193952006573825,-0.0951698326472414,0.00228434765194514
"3",1980-03-01,1980,3,1.21912903225806,1.21912903225806,0.856334451816941,0.103258064516129,0.369645161290323,0.302838709677419,0.302838709677419,0.126750422709484,0.256680803301005,0.672483870967742
"4",1980-04-01,1980,4,0.927333333333333,0.927333333333333,0.350429899316667,0.0995666666666667,0.0654333333333333,0.133466666666667,0.133466666666667,0.150935303333333,0.0344945959833333,0.1989
"5",1980-05-01,1980,5,0.734838709677419,0.734838709677419,1.45289609073161,1.45290322580645,0.00651612903225806,0,0,0.12173004516129,-0.128253309268387,0.00651612903225806
"6",1980-06-01,1980,6,5.4474,5.4474,6.62821248056,6.7,8e-04,0,0,0.07149656,-0.14408407944,8e-04
"7",1980-07-01,1980,7,5.85,5.85,7.0344874695471,7.0958064516129,0.002,0,0,0.0774430129032258,-0.140761994969032,0.002
"8",1980-08-01,1980,8,5.15806451612903,5.15806451612903,5.69819340733226,5.76322580645161,0.00112903225806452,0,0,0.0770112741935484,-0.143172705570968,0.00112903225806452
"9",1980-09-01,1980,9,3.455,3.455,3.73803333333333,3.88433333333333,0,0,0,0,-0.1463,0
"10",1980-10-01,1980,10,1.87677419354839,1.87677419354839,1.6207761123529,1.73935483870968,0.000225806451612903,0,0,0.0268699967741935,-0.145674529582581,0.000225806451612903
"11",1980-11-01,1980,11,1.64966666666667,1.64966666666667,1.66940208538933,1.79933333333333,0.000133333333333333,NA,0.0158660933333333,0.0158660933333333,-0.145930674610667,0.0159994266666667
"12",1980-12-01,1980,12,1.47806451612903,1.47806451612903,1.7585935483871,1.8541935483871,0,NA,0,0,-0.0956,0
"13",1981-01-01,1981,1,1.56032258064516,1.56032258064516,1.71477764074869,1.78677419354839,0.00387096774193548,NA,0.0149093647796561,0.0149093647796561,-0.0907768853212903,0.0187803325215916
"14",1981-02-01,1981,2,1.39614285714286,1.39614285714286,1.3952186577248,1.10753571428571,0.138928571428571,0,0,0.090725935337476,0.0580284366730343,0.138928571428571
"15",1981-03-01,1981,3,1.04141935483871,1.04141935483871,0.873630480873316,0.78741935483871,0.0475806451612903,0,0,0.0756885009096189,-0.0370580200363032,0.0475806451612903
"16",1981-04-01,1981,4,3.98496666666667,3.98496666666667,4.01019789284667,4.00586666666667,0.00753333333333333,0,0,0.122234273333333,-0.125436380486667,0.00753333333333333
"17",1981-05-01,1981,5,9.38838709677419,9.38838709677419,9.69648255192903,9.69483870967742,0.00690322580645161,0,0,0.121921929032258,-0.127181312587097,0.00690322580645161
"18",1981-06-01,1981,6,10.59,10.59,10.4453501353467,10.4546666666667,0.00433333333333333,0,0,0.120648033333333,-0.134297897986667,0.00433333333333333
"19",1981-07-01,1981,7,10.3238709677419,10.3238709677419,10.1200639310168,10.0564516129032,0.0232903225806452,0,0,0.122399851612903,-0.08207785608,0.0232903225806452
"20",1981-08-01,1981,8,7.86806451612903,7.86806451612903,8.22462253167484,8.24193548387097,0.00335483870967742,0,0,0.116340412903226,-0.137008203809032,0.00335483870967742
"21",1981-09-01,1981,9,5.087,5.087,4.74481010633467,4.76066666666667,0.0028,0,0,0.11988796,-0.138544520332,0.0028
"22",1981-10-01,1981,10,0.857516129032258,0.857516129032258,0.567387531505161,0.581290322580645,0.00325806451612903,0,0,0.120115022580645,-0.137275878172258,0.00325806451612903
"23",1981-11-01,1981,11,0.973533333333333,0.973533333333333,1.00706506715667,1.13176666666667,0.000433333333333333,NA,0.0199648033333333,0.0199648033333333,-0.145099736176667,0.0203981366666667
"24",1981-12-01,1981,12,0.953032258064516,0.953032258064516,1.16052903225806,1.25612903225806,0,NA,0,0,-0.0956,0
"25",1982-01-01,1982,1,0.943451612903226,0.943451612903226,1.1544,1.25,0,NA,0,0,-0.0956,0
"26",1982-02-01,1982,2,0.988214285714286,0.988214285714286,1.19841299187216,1.27821428571429,0.001,NA,0.0135500091449568,0.0135500091449568,-0.09435130298708,0.0145500091449568
"27",1982-03-01,1982,3,0.823516129032258,0.823516129032258,1.08138393296766,0.785483870967742,0.182645161290323,0.000193548387096774,0.000193548387096774,0.0665193851655966,0.046735515544,0.182838709677419
"28",1982-04-01,1982,4,13.7361666666667,13.7361666666667,11.4445592124973,0.0338333333333333,3.30106666666667,1.10386666666667,1.10386666666667,1.75483874666667,6.35482046583067,4.40493333333333
"29",1982-05-01,1982,5,0.770354838709677,0.770354838709677,0.442023456895484,0.0326129032258065,0.103354838709677,0.00667741935483871,0.00667741935483871,0.169732993548387,0.136322721411613,0.110032258064516
"30",1982-06-01,1982,6,0.749633333333333,0.749633333333333,0.744155415041333,0.461333333333333,0.0731333333333333,0.0118,0.0118,0.154752193333333,0.0549365550413333,0.0849333333333333
"31",1982-07-01,1982,7,1.07438709677419,1.07438709677419,1.24331285560645,0.967225806451613,0.0716129032258064,0.0371612903225806,0.0371612903225806,0.153998516129032,0.0504756298,0.108774193548387
"32",1982-08-01,1982,8,1.28683870967742,1.28683870967742,1.59042696721742,1.62267741935484,0.00164516129032258,0.000903225806451613,0.000903225806451613,0.107847764516129,-0.141743377943871,0.00254838709677419
"33",1982-09-01,1982,9,3.421,3.421,2.91043522862667,2.96866666666667,0.0012,0,0,0.08354484,-0.14297627804,0.0012
"34",1982-10-01,1982,10,2.27612903225806,2.27612903225806,1.96334999625806,1.98096774193548,0.00238709677419355,0,0,0.119683283870968,-0.139688126322581,0.00238709677419355
"35",1982-11-01,1982,11,1.82033333333333,1.82033333333333,1.60136666666667,1.74766666666667,0,NA,0,0,-0.1463,0
"36",1982-12-01,1982,12,1.23,1.23,1.26278709677419,1.35838709677419,0,NA,0,0,-0.0956,0
"37",1983-01-01,1983,1,1.16096774193548,1.16096774193548,1.21988387096774,1.31548387096774,0,NA,0,0,-0.0956,0
"38",1983-02-01,1983,2,1.18571428571429,1.18571428571429,1.33849540721159,1.28428571428571,0.0453928571428571,0,0,0.0528361006735249,-0.0440192648905014,0.0453928571428571
"39",1983-03-01,1983,3,1.49383870967742,1.49383870967742,1.40787766380765,0.627387096774194,0.382935483870968,0.125838709677419,0.125838709677419,0.156196429165762,0.241358653996724,0.508774193548387
"40",1983-04-01,1983,4,1.3858,1.3858,0.556170134882,0.0566,0.124233333333333,0.299533333333333,0.299533333333333,0.180082463333333,0.195254338215333,0.423766666666667
