site,parameter,unit,date_ymd,result
Buffalo Pound Lake West,Bicarbonate,mg/L,2004-06-14,191.1
Buffalo Pound Lake West,Bicarbonate,mg/L,2005-05-16,184.53
Buffalo Pound Lake West,Bicarbonate,mg/L,2006-06-19,184.96
Buffalo Pound Lake West,Bicarbonate,mg/L,2007-06-11,187.6
Buffalo Pound Lake West,Bicarbonate,mg/L,2008-05-26,208
Buffalo Pound Lake West,Bicarbonate,mg/L,2008-08-19,NA
Buffalo Pound Lake West,Bicarbonate,mg/L,2009-04-20,67.65
Buffalo Pound Lake West,Bicarbonate,mg/L,2009-05-27,184.2
Buffalo Pound Lake West,Bicarbonate,mg/L,2009-06-22,168.22
Buffalo Pound Lake West,Bicarbonate,mg/L,2009-09-22,190.4
Buffalo Pound Lake West,Bicarbonate,mg/L,2010-06-01,201.7
Buffalo Pound Lake West,Bicarbonate,mg/L,2011-06-28,175.5
Buffalo Pound Lake West,Bicarbonate,mg/L,2012-06-20,216
Buffalo Pound Lake West,Bromide,mg/L,1980-02-11,NA
Buffalo Pound Lake West,Bromide,mg/L,1980-02-26,NA
Buffalo Pound Lake West,Bromide,mg/L,1980-04-14,NA
Buffalo Pound Lake West,Bromide,mg/L,1980-05-12,NA
Buffalo Pound Lake West,Bromide,mg/L,1980-06-10,NA
Buffalo Pound Lake West,Bromide,mg/L,1980-07-16,NA
Buffalo Pound Lake West,Bromide,mg/L,1980-09-16,NA
Buffalo Pound Lake West,Bromide,mg/L,1980-11-12,NA
Buffalo Pound Lake West,Bromide,mg/L,1981-01-20,NA
Buffalo Pound Lake West,Bromide,mg/L,1981-03-10,NA
Buffalo Pound Lake West,Bromide,mg/L,1981-05-11,NA
Buffalo Pound Lake West,Bromide,mg/L,1981-07-21,NA
Buffalo Pound Lake West,Bromide,mg/L,1981-09-15,NA
Buffalo Pound Lake West,Bromide,mg/L,1981-11-17,NA
Buffalo Pound Lake West,Bromide,mg/L,1982-02-23,NA
Buffalo Pound Lake West,Bromide,mg/L,1982-03-23,NA
Buffalo Pound Lake West,Bromide,mg/L,1982-05-25,NA
Buffalo Pound Lake West,Bromide,mg/L,1982-07-20,NA
Buffalo Pound Lake West,Bromide,mg/L,1982-10-12,NA
Buffalo Pound Lake West,Bromide,mg/L,1983-02-15,NA
Buffalo Pound Lake West,Bromide,mg/L,1983-05-31,NA
Buffalo Pound Lake West,Bromide,mg/L,1983-07-11,NA
Buffalo Pound Lake West,Bromide,mg/L,1984-03-20,NA
Buffalo Pound Lake West,Bromide,mg/L,1988-10-17,NA
Buffalo Pound Lake West,Bromide,mg/L,1989-03-14,NA
Buffalo Pound Lake West,Bromide,mg/L,1989-06-19,NA
Buffalo Pound Lake West,Bromide,mg/L,1989-07-24,NA
Buffalo Pound Lake West,Bromide,mg/L,1989-08-14,NA
Buffalo Pound Lake West,Bromide,mg/L,1989-10-30,NA
Buffalo Pound Lake West,Bromide,mg/L,1990-02-26,NA
Buffalo Pound Lake West,Bromide,mg/L,1990-05-01,NA
Buffalo Pound Lake West,Bromide,mg/L,1990-06-04,NA
Buffalo Pound Lake West,Bromide,mg/L,1990-07-09,NA
Buffalo Pound Lake West,Bromide,mg/L,1990-08-20,NA
Buffalo Pound Lake West,Bromide,mg/L,1991-03-13,NA
Buffalo Pound Lake West,Bromide,mg/L,1991-04-23,NA
Buffalo Pound Lake West,Bromide,mg/L,1991-08-20,NA
Buffalo Pound Lake West,Bromide,mg/L,1991-12-05,NA
Buffalo Pound Lake West,Bromide,mg/L,1992-04-28,NA
Buffalo Pound Lake West,Bromide,mg/L,1992-07-27,NA
Buffalo Pound Lake West,Bromide,mg/L,1992-09-22,NA
Buffalo Pound Lake West,Bromide,mg/L,1992-12-14,NA
Buffalo Pound Lake West,Bromide,mg/L,1993-05-01,NA
Buffalo Pound Lake West,Bromide,mg/L,1994-05-09,NA
Buffalo Pound Lake West,Bromide,mg/L,1995-05-15,NA
Buffalo Pound Lake West,Bromide,mg/L,1995-10-23,NA
Buffalo Pound Lake West,Bromide,mg/L,1996-05-27,NA
Buffalo Pound Lake West,Bromide,mg/L,1996-10-21,NA
Buffalo Pound Lake West,Bromide,mg/L,1997-05-12,NA
Buffalo Pound Lake West,Bromide,mg/L,1997-08-18,NA
Buffalo Pound Lake West,Bromide,mg/L,1998-06-01,NA
Buffalo Pound Lake West,Bromide,mg/L,1999-07-19,NA
Buffalo Pound Lake West,Bromide,mg/L,2000-05-08,NA
Buffalo Pound Lake West,Bromide,mg/L,2000-07-10,NA
Buffalo Pound Lake West,Bromide,mg/L,2000-10-02,NA
Buffalo Pound Lake West,Bromide,mg/L,2001-05-28,NA
Buffalo Pound Lake West,Bromide,mg/L,2001-08-13,NA
Buffalo Pound Lake West,Bromide,mg/L,2001-10-15,NA
Buffalo Pound Lake West,Bromide,mg/L,2002-05-13,NA
Buffalo Pound Lake West,Bromide,mg/L,2004-06-14,NA
Buffalo Pound Lake West,Bromide,mg/L,2005-05-16,NA
Buffalo Pound Lake West,Bromide,mg/L,2006-06-19,NA
Buffalo Pound Lake West,Bromide,mg/L,2007-06-11,NA
Buffalo Pound Lake West,Bromide,mg/L,2008-05-26,NA
Buffalo Pound Lake West,Bromide,mg/L,2008-08-19,NA
Buffalo Pound Lake West,Bromide,mg/L,2009-04-20,0.01
Buffalo Pound Lake West,Bromide,mg/L,2009-05-27,0.01
Buffalo Pound Lake West,Bromide,mg/L,2009-06-22,0.03
Buffalo Pound Lake West,Bromide,mg/L,2009-09-22,0.024
Buffalo Pound Lake West,Bromide,mg/L,2010-06-01,0.067
Buffalo Pound Lake West,Bromide,mg/L,2011-06-28,0.117
Buffalo Pound Lake West,Bromide,mg/L,2012-06-20,0.169
Buffalo Pound Lake West,Chloride,mg/L,1980-02-11,NA
Buffalo Pound Lake West,Chloride,mg/L,1980-02-26,10.5
Buffalo Pound Lake West,Chloride,mg/L,1980-04-14,NA
Buffalo Pound Lake West,Chloride,mg/L,1980-05-12,10.5
Buffalo Pound Lake West,Chloride,mg/L,1980-06-10,NA
Buffalo Pound Lake West,Chloride,mg/L,1980-07-16,NA
Buffalo Pound Lake West,Chloride,mg/L,1980-09-16,NA
Buffalo Pound Lake West,Chloride,mg/L,1980-11-12,NA
Buffalo Pound Lake West,Chloride,mg/L,1981-01-20,11.5
Buffalo Pound Lake West,Chloride,mg/L,1981-03-10,NA
Buffalo Pound Lake West,Chloride,mg/L,1981-05-11,8.5
Buffalo Pound Lake West,Chloride,mg/L,1981-07-21,NA
Buffalo Pound Lake West,Chloride,mg/L,1981-09-15,NA
Buffalo Pound Lake West,Chloride,mg/L,1981-11-17,NA
Buffalo Pound Lake West,Chloride,mg/L,1982-02-23,NA
Buffalo Pound Lake West,Chloride,mg/L,1982-03-23,6
Buffalo Pound Lake West,Chloride,mg/L,1982-05-25,NA
Buffalo Pound Lake West,Chloride,mg/L,1982-07-20,NA
Buffalo Pound Lake West,Chloride,mg/L,1982-10-12,NA
Buffalo Pound Lake West,Chloride,mg/L,1983-02-15,11.5
Buffalo Pound Lake West,Chloride,mg/L,1983-05-31,NA
Buffalo Pound Lake West,Chloride,mg/L,1983-07-11,11.5
Buffalo Pound Lake West,Chloride,mg/L,1984-03-20,NA
Buffalo Pound Lake West,Chloride,mg/L,1988-10-17,NA
Buffalo Pound Lake West,Chloride,mg/L,1989-03-14,NA
Buffalo Pound Lake West,Chloride,mg/L,1989-06-19,NA
Buffalo Pound Lake West,Chloride,mg/L,1989-07-24,NA
Buffalo Pound Lake West,Chloride,mg/L,1989-08-14,NA
Buffalo Pound Lake West,Chloride,mg/L,1989-10-30,NA
Buffalo Pound Lake West,Chloride,mg/L,1990-02-26,NA
Buffalo Pound Lake West,Chloride,mg/L,1990-05-01,NA
Buffalo Pound Lake West,Chloride,mg/L,1990-06-04,NA
Buffalo Pound Lake West,Chloride,mg/L,1990-07-09,NA
Buffalo Pound Lake West,Chloride,mg/L,1990-08-20,NA
Buffalo Pound Lake West,Chloride,mg/L,1991-03-13,NA
Buffalo Pound Lake West,Chloride,mg/L,1991-04-23,NA
Buffalo Pound Lake West,Chloride,mg/L,1991-08-20,NA
Buffalo Pound Lake West,Chloride,mg/L,1991-12-05,11.8
Buffalo Pound Lake West,Chloride,mg/L,1992-04-28,10.3
Buffalo Pound Lake West,Chloride,mg/L,1992-07-27,5.2
Buffalo Pound Lake West,Chloride,mg/L,1992-09-22,6.7
Buffalo Pound Lake West,Chloride,mg/L,1992-12-14,10.3
Buffalo Pound Lake West,Chloride,mg/L,1993-05-01,7.2
Buffalo Pound Lake West,Chloride,mg/L,1994-05-09,15.1
Buffalo Pound Lake West,Chloride,mg/L,1995-05-15,8.1
Buffalo Pound Lake West,Chloride,mg/L,1995-10-23,7.5
Buffalo Pound Lake West,Chloride,mg/L,1996-05-27,11.3
Buffalo Pound Lake West,Chloride,mg/L,1996-10-21,9.8
Buffalo Pound Lake West,Chloride,mg/L,1997-05-12,14.7
Buffalo Pound Lake West,Chloride,mg/L,1997-08-18,8.2
Buffalo Pound Lake West,Chloride,mg/L,1998-06-01,7.5
Buffalo Pound Lake West,Chloride,mg/L,1999-07-19,24.8
Buffalo Pound Lake West,Chloride,mg/L,2000-05-08,7.5
Buffalo Pound Lake West,Chloride,mg/L,2000-07-10,8.6
Buffalo Pound Lake West,Chloride,mg/L,2000-10-02,9.8
Buffalo Pound Lake West,Chloride,mg/L,2001-05-28,10.8
Buffalo Pound Lake West,Chloride,mg/L,2001-08-13,8.3
Buffalo Pound Lake West,Chloride,mg/L,2001-10-15,10
Buffalo Pound Lake West,Chloride,mg/L,2002-05-13,8.9
Buffalo Pound Lake West,Chloride,mg/L,2004-06-14,10.6
Buffalo Pound Lake West,Chloride,mg/L,2005-05-16,12.6
Buffalo Pound Lake West,Chloride,mg/L,2006-06-19,17.46
Buffalo Pound Lake West,Chloride,mg/L,2007-06-11,14.96
Buffalo Pound Lake West,Chloride,mg/L,2008-05-26,10.5
Buffalo Pound Lake West,Chloride,mg/L,2008-08-19,9.27
Buffalo Pound Lake West,Chloride,mg/L,2009-04-20,5.25
Buffalo Pound Lake West,Chloride,mg/L,2009-05-27,10.4
Buffalo Pound Lake West,Chloride,mg/L,2009-06-22,11.37
Buffalo Pound Lake West,Chloride,mg/L,2009-09-22,14.3
Buffalo Pound Lake West,Chloride,mg/L,2010-06-01,19.3
Buffalo Pound Lake West,Chloride,mg/L,2011-06-28,23.7
Buffalo Pound Lake West,Chloride,mg/L,2012-06-20,32.9
Buffalo Pound Lake West,Calcium,mg/L,1980-02-11,52.8
Buffalo Pound Lake West,Calcium,mg/L,1980-02-26,NA
Buffalo Pound Lake West,Calcium,mg/L,1980-04-14,37.6
Buffalo Pound Lake West,Calcium,mg/L,1980-05-12,42.4
Buffalo Pound Lake West,Calcium,mg/L,1980-06-10,NA
Buffalo Pound Lake West,Calcium,mg/L,1980-07-16,NA
Buffalo Pound Lake West,Calcium,mg/L,1980-09-16,37.2
Buffalo Pound Lake West,Calcium,mg/L,1980-11-12,53
Buffalo Pound Lake West,Calcium,mg/L,1981-01-20,57
Buffalo Pound Lake West,Calcium,mg/L,1981-03-10,46.4
Buffalo Pound Lake West,Calcium,mg/L,1981-05-11,47.6
Buffalo Pound Lake West,Calcium,mg/L,1981-07-21,35
Buffalo Pound Lake West,Calcium,mg/L,1981-09-15,37
Buffalo Pound Lake West,Calcium,mg/L,1981-11-17,40
Buffalo Pound Lake West,Calcium,mg/L,1982-02-23,63
Buffalo Pound Lake West,Calcium,mg/L,1982-03-23,53
Buffalo Pound Lake West,Calcium,mg/L,1982-05-25,35
Buffalo Pound Lake West,Calcium,mg/L,1982-07-20,NA
Buffalo Pound Lake West,Calcium,mg/L,1982-10-12,44
Buffalo Pound Lake West,Calcium,mg/L,1983-02-15,62
Buffalo Pound Lake West,Calcium,mg/L,1983-05-31,48
Buffalo Pound Lake West,Calcium,mg/L,1983-07-11,41
Buffalo Pound Lake West,Calcium,mg/L,1984-03-20,NA
Buffalo Pound Lake West,Calcium,mg/L,1988-10-17,45
Buffalo Pound Lake West,Calcium,mg/L,1989-03-14,55
Buffalo Pound Lake West,Calcium,mg/L,1989-06-19,47
Buffalo Pound Lake West,Calcium,mg/L,1989-07-24,43
Buffalo Pound Lake West,Calcium,mg/L,1989-08-14,40
Buffalo Pound Lake West,Calcium,mg/L,1989-10-30,46
Buffalo Pound Lake West,Calcium,mg/L,1990-02-26,59
Buffalo Pound Lake West,Calcium,mg/L,1990-05-01,44
Buffalo Pound Lake West,Calcium,mg/L,1990-06-04,46
Buffalo Pound Lake West,Calcium,mg/L,1990-07-09,42
Buffalo Pound Lake West,Calcium,mg/L,1990-08-20,40
Buffalo Pound Lake West,Calcium,mg/L,1991-03-13,47
Buffalo Pound Lake West,Calcium,mg/L,1991-04-23,33
Buffalo Pound Lake West,Calcium,mg/L,1991-08-20,42
Buffalo Pound Lake West,Calcium,mg/L,1991-12-05,59.2
Buffalo Pound Lake West,Calcium,mg/L,1992-04-28,43
Buffalo Pound Lake West,Calcium,mg/L,1992-07-27,40
Buffalo Pound Lake West,Calcium,mg/L,1992-09-22,48
Buffalo Pound Lake West,Calcium,mg/L,1992-12-14,53
Buffalo Pound Lake West,Calcium,mg/L,1993-05-01,49
Buffalo Pound Lake West,Calcium,mg/L,1994-05-09,41
Buffalo Pound Lake West,Calcium,mg/L,1995-05-15,42
Buffalo Pound Lake West,Calcium,mg/L,1995-10-23,37
Buffalo Pound Lake West,Calcium,mg/L,1996-05-27,33.2
Buffalo Pound Lake West,Calcium,mg/L,1996-10-21,46
Buffalo Pound Lake West,Calcium,mg/L,1997-05-12,34.8
Buffalo Pound Lake West,Calcium,mg/L,1997-08-18,37
Buffalo Pound Lake West,Calcium,mg/L,1998-06-01,44
Buffalo Pound Lake West,Calcium,mg/L,1999-07-19,44
Buffalo Pound Lake West,Calcium,mg/L,2000-05-08,38
Buffalo Pound Lake West,Calcium,mg/L,2000-07-10,38
Buffalo Pound Lake West,Calcium,mg/L,2000-10-02,47
Buffalo Pound Lake West,Calcium,mg/L,2001-05-28,57
Buffalo Pound Lake West,Calcium,mg/L,2001-08-13,44
Buffalo Pound Lake West,Calcium,mg/L,2001-10-15,48
Buffalo Pound Lake West,Calcium,mg/L,2002-05-13,48.6
Buffalo Pound Lake West,Calcium,mg/L,2004-06-14,47.68
Buffalo Pound Lake West,Calcium,mg/L,2005-05-16,45.28
Buffalo Pound Lake West,Calcium,mg/L,2006-06-19,46.23
Buffalo Pound Lake West,Calcium,mg/L,2007-06-11,46.56
Buffalo Pound Lake West,Calcium,mg/L,2008-05-26,50
Buffalo Pound Lake West,Calcium,mg/L,2008-08-19,39.24
Buffalo Pound Lake West,Calcium,mg/L,2009-04-20,18.2
Buffalo Pound Lake West,Calcium,mg/L,2009-05-27,51.4
Buffalo Pound Lake West,Calcium,mg/L,2009-06-22,42.4
Buffalo Pound Lake West,Calcium,mg/L,2009-09-22,43.96
Buffalo Pound Lake West,Calcium,mg/L,2010-06-01,57.4
Buffalo Pound Lake West,Calcium,mg/L,2011-06-28,47.6
Buffalo Pound Lake West,Calcium,mg/L,2012-06-20,56.6
Buffalo Pound Lake West,Potassium,mg/L,1980-02-11,NA
Buffalo Pound Lake West,Potassium,mg/L,1980-02-26,NA
Buffalo Pound Lake West,Potassium,mg/L,1980-04-14,NA
Buffalo Pound Lake West,Potassium,mg/L,1980-05-12,NA
Buffalo Pound Lake West,Potassium,mg/L,1980-06-10,NA
Buffalo Pound Lake West,Potassium,mg/L,1980-07-16,NA
Buffalo Pound Lake West,Potassium,mg/L,1980-09-16,NA
Buffalo Pound Lake West,Potassium,mg/L,1980-11-12,NA
Buffalo Pound Lake West,Potassium,mg/L,1981-01-20,NA
Buffalo Pound Lake West,Potassium,mg/L,1981-03-10,NA
Buffalo Pound Lake West,Potassium,mg/L,1981-05-11,NA
Buffalo Pound Lake West,Potassium,mg/L,1981-07-21,NA
Buffalo Pound Lake West,Potassium,mg/L,1981-09-15,NA
Buffalo Pound Lake West,Potassium,mg/L,1981-11-17,NA
Buffalo Pound Lake West,Potassium,mg/L,1982-02-23,NA
Buffalo Pound Lake West,Potassium,mg/L,1982-03-23,NA
Buffalo Pound Lake West,Potassium,mg/L,1982-05-25,NA
Buffalo Pound Lake West,Potassium,mg/L,1982-07-20,NA
Buffalo Pound Lake West,Potassium,mg/L,1982-10-12,NA
Buffalo Pound Lake West,Potassium,mg/L,1983-02-15,NA
Buffalo Pound Lake West,Potassium,mg/L,1983-05-31,NA
Buffalo Pound Lake West,Potassium,mg/L,1983-07-11,NA
Buffalo Pound Lake West,Potassium,mg/L,1984-03-20,NA
Buffalo Pound Lake West,Potassium,mg/L,1988-10-17,NA
Buffalo Pound Lake West,Potassium,mg/L,1989-03-14,NA
Buffalo Pound Lake West,Potassium,mg/L,1989-06-19,NA
Buffalo Pound Lake West,Potassium,mg/L,1989-07-24,NA
Buffalo Pound Lake West,Potassium,mg/L,1989-08-14,NA
Buffalo Pound Lake West,Potassium,mg/L,1989-10-30,NA
Buffalo Pound Lake West,Potassium,mg/L,1990-02-26,NA
Buffalo Pound Lake West,Potassium,mg/L,1990-05-01,2.4
Buffalo Pound Lake West,Potassium,mg/L,1990-06-04,2.5
Buffalo Pound Lake West,Potassium,mg/L,1990-07-09,2.4
Buffalo Pound Lake West,Potassium,mg/L,1990-08-20,2.5
Buffalo Pound Lake West,Potassium,mg/L,1991-03-13,2.5
Buffalo Pound Lake West,Potassium,mg/L,1991-04-23,2
Buffalo Pound Lake West,Potassium,mg/L,1991-08-20,3.9
Buffalo Pound Lake West,Potassium,mg/L,1991-12-05,3.3
Buffalo Pound Lake West,Potassium,mg/L,1992-04-28,3.6
Buffalo Pound Lake West,Potassium,mg/L,1992-07-27,2.5
Buffalo Pound Lake West,Potassium,mg/L,1992-09-22,2.3
Buffalo Pound Lake West,Potassium,mg/L,1992-12-14,2.7
Buffalo Pound Lake West,Potassium,mg/L,1993-05-01,2.3
Buffalo Pound Lake West,Potassium,mg/L,1994-05-09,7.4
Buffalo Pound Lake West,Potassium,mg/L,1995-05-15,3.2
Buffalo Pound Lake West,Potassium,mg/L,1995-10-23,3.2
Buffalo Pound Lake West,Potassium,mg/L,1996-05-27,5.4
Buffalo Pound Lake West,Potassium,mg/L,1996-10-21,4.1
Buffalo Pound Lake West,Potassium,mg/L,1997-05-12,8.7
Buffalo Pound Lake West,Potassium,mg/L,1997-08-18,4.4
Buffalo Pound Lake West,Potassium,mg/L,1998-06-01,3.5
Buffalo Pound Lake West,Potassium,mg/L,1999-07-19,6
Buffalo Pound Lake West,Potassium,mg/L,2000-05-08,2.9
Buffalo Pound Lake West,Potassium,mg/L,2000-07-10,3.2
Buffalo Pound Lake West,Potassium,mg/L,2000-10-02,4
Buffalo Pound Lake West,Potassium,mg/L,2001-05-28,3.6
Buffalo Pound Lake West,Potassium,mg/L,2001-08-13,2.5
Buffalo Pound Lake West,Potassium,mg/L,2001-10-15,3.4
Buffalo Pound Lake West,Potassium,mg/L,2002-05-13,2.5
Buffalo Pound Lake West,Potassium,mg/L,2004-06-14,3.29
Buffalo Pound Lake West,Potassium,mg/L,2005-05-16,4.95
Buffalo Pound Lake West,Potassium,mg/L,2006-06-19,5.38
Buffalo Pound Lake West,Potassium,mg/L,2007-06-11,5.68
Buffalo Pound Lake West,Potassium,mg/L,2008-05-26,3.61
Buffalo Pound Lake West,Potassium,mg/L,2008-08-19,3.41
Buffalo Pound Lake West,Potassium,mg/L,2009-04-20,3.17
Buffalo Pound Lake West,Potassium,mg/L,2009-05-27,3.13
Buffalo Pound Lake West,Potassium,mg/L,2009-06-22,3.3
Buffalo Pound Lake West,Potassium,mg/L,2009-09-22,3.485
Buffalo Pound Lake West,Potassium,mg/L,2010-06-01,4.06
Buffalo Pound Lake West,Potassium,mg/L,2011-06-28,9.14
Buffalo Pound Lake West,Potassium,mg/L,2012-06-20,6.09
Buffalo Pound Lake West,Magnesium,mg/L,1980-02-11,24.5
Buffalo Pound Lake West,Magnesium,mg/L,1980-02-26,NA
Buffalo Pound Lake West,Magnesium,mg/L,1980-04-14,5.3
Buffalo Pound Lake West,Magnesium,mg/L,1980-05-12,14.1
Buffalo Pound Lake West,Magnesium,mg/L,1980-06-10,NA
Buffalo Pound Lake West,Magnesium,mg/L,1980-07-16,NA
Buffalo Pound Lake West,Magnesium,mg/L,1980-09-16,13.4
Buffalo Pound Lake West,Magnesium,mg/L,1980-11-12,10
Buffalo Pound Lake West,Magnesium,mg/L,1981-01-20,17
Buffalo Pound Lake West,Magnesium,mg/L,1981-03-10,14
Buffalo Pound Lake West,Magnesium,mg/L,1981-05-11,12
Buffalo Pound Lake West,Magnesium,mg/L,1981-07-21,10
Buffalo Pound Lake West,Magnesium,mg/L,1981-09-15,11
Buffalo Pound Lake West,Magnesium,mg/L,1981-11-17,17
Buffalo Pound Lake West,Magnesium,mg/L,1982-02-23,20
Buffalo Pound Lake West,Magnesium,mg/L,1982-03-23,17
Buffalo Pound Lake West,Magnesium,mg/L,1982-05-25,13
Buffalo Pound Lake West,Magnesium,mg/L,1982-07-20,NA
Buffalo Pound Lake West,Magnesium,mg/L,1982-10-12,19
Buffalo Pound Lake West,Magnesium,mg/L,1983-02-15,23
Buffalo Pound Lake West,Magnesium,mg/L,1983-05-31,12
Buffalo Pound Lake West,Magnesium,mg/L,1983-07-11,15
Buffalo Pound Lake West,Magnesium,mg/L,1984-03-20,NA
Buffalo Pound Lake West,Magnesium,mg/L,1988-10-17,18
Buffalo Pound Lake West,Magnesium,mg/L,1989-03-14,23
Buffalo Pound Lake West,Magnesium,mg/L,1989-06-19,17
Buffalo Pound Lake West,Magnesium,mg/L,1989-07-24,17
Buffalo Pound Lake West,Magnesium,mg/L,1989-08-14,17
Buffalo Pound Lake West,Magnesium,mg/L,1989-10-30,17
Buffalo Pound Lake West,Magnesium,mg/L,1990-02-26,23
Buffalo Pound Lake West,Magnesium,mg/L,1990-05-01,16
Buffalo Pound Lake West,Magnesium,mg/L,1990-06-04,16
Buffalo Pound Lake West,Magnesium,mg/L,1990-07-09,16
Buffalo Pound Lake West,Magnesium,mg/L,1990-08-20,15
Buffalo Pound Lake West,Magnesium,mg/L,1991-03-13,15
Buffalo Pound Lake West,Magnesium,mg/L,1991-04-23,11
Buffalo Pound Lake West,Magnesium,mg/L,1991-08-20,18
Buffalo Pound Lake West,Magnesium,mg/L,1991-12-05,21.4
Buffalo Pound Lake West,Magnesium,mg/L,1992-04-28,16
Buffalo Pound Lake West,Magnesium,mg/L,1992-07-27,14
Buffalo Pound Lake West,Magnesium,mg/L,1992-09-22,15
Buffalo Pound Lake West,Magnesium,mg/L,1992-12-14,22
Buffalo Pound Lake West,Magnesium,mg/L,1993-05-01,18
Buffalo Pound Lake West,Magnesium,mg/L,1994-05-09,12
Buffalo Pound Lake West,Magnesium,mg/L,1995-05-15,17
Buffalo Pound Lake West,Magnesium,mg/L,1995-10-23,17
Buffalo Pound Lake West,Magnesium,mg/L,1996-05-27,13.4
Buffalo Pound Lake West,Magnesium,mg/L,1996-10-21,16
Buffalo Pound Lake West,Magnesium,mg/L,1997-05-12,19
Buffalo Pound Lake West,Magnesium,mg/L,1997-08-18,16
Buffalo Pound Lake West,Magnesium,mg/L,1998-06-01,17
Buffalo Pound Lake West,Magnesium,mg/L,1999-07-19,25
Buffalo Pound Lake West,Magnesium,mg/L,2000-05-08,22
Buffalo Pound Lake West,Magnesium,mg/L,2000-07-10,17
Buffalo Pound Lake West,Magnesium,mg/L,2000-10-02,18
Buffalo Pound Lake West,Magnesium,mg/L,2001-05-28,14
Buffalo Pound Lake West,Magnesium,mg/L,2001-08-13,18
Buffalo Pound Lake West,Magnesium,mg/L,2001-10-15,19
Buffalo Pound Lake West,Magnesium,mg/L,2002-05-13,17
Buffalo Pound Lake West,Magnesium,mg/L,2004-06-14,18.3
Buffalo Pound Lake West,Magnesium,mg/L,2005-05-16,18.7
Buffalo Pound Lake West,Magnesium,mg/L,2006-06-19,22.1
Buffalo Pound Lake West,Magnesium,mg/L,2007-06-11,21.25
Buffalo Pound Lake West,Magnesium,mg/L,2008-05-26,18.25
Buffalo Pound Lake West,Magnesium,mg/L,2008-08-19,17.8
Buffalo Pound Lake West,Magnesium,mg/L,2009-04-20,18.2
Buffalo Pound Lake West,Magnesium,mg/L,2009-05-27,18
Buffalo Pound Lake West,Magnesium,mg/L,2009-06-22,19.2
Buffalo Pound Lake West,Magnesium,mg/L,2009-09-22,19.25
Buffalo Pound Lake West,Magnesium,mg/L,2010-06-01,23.8
Buffalo Pound Lake West,Magnesium,mg/L,2011-06-28,25.28
Buffalo Pound Lake West,Magnesium,mg/L,2012-06-20,33.08
Buffalo Pound Lake West,Sodium,mg/L,1980-02-11,39
Buffalo Pound Lake West,Sodium,mg/L,1980-02-26,NA
Buffalo Pound Lake West,Sodium,mg/L,1980-04-14,NA
Buffalo Pound Lake West,Sodium,mg/L,1980-05-12,NA
Buffalo Pound Lake West,Sodium,mg/L,1980-06-10,NA
Buffalo Pound Lake West,Sodium,mg/L,1980-07-16,NA
Buffalo Pound Lake West,Sodium,mg/L,1980-09-16,NA
Buffalo Pound Lake West,Sodium,mg/L,1980-11-12,NA
Buffalo Pound Lake West,Sodium,mg/L,1981-01-20,33
Buffalo Pound Lake West,Sodium,mg/L,1981-03-10,NA
Buffalo Pound Lake West,Sodium,mg/L,1981-05-11,30
Buffalo Pound Lake West,Sodium,mg/L,1981-07-21,26
Buffalo Pound Lake West,Sodium,mg/L,1981-09-15,18
Buffalo Pound Lake West,Sodium,mg/L,1981-11-17,NA
Buffalo Pound Lake West,Sodium,mg/L,1982-02-23,NA
Buffalo Pound Lake West,Sodium,mg/L,1982-03-23,28
Buffalo Pound Lake West,Sodium,mg/L,1982-05-25,61
Buffalo Pound Lake West,Sodium,mg/L,1982-07-20,NA
Buffalo Pound Lake West,Sodium,mg/L,1982-10-12,NA
Buffalo Pound Lake West,Sodium,mg/L,1983-02-15,36
Buffalo Pound Lake West,Sodium,mg/L,1983-05-31,48
Buffalo Pound Lake West,Sodium,mg/L,1983-07-11,NA
Buffalo Pound Lake West,Sodium,mg/L,1984-03-20,NA
Buffalo Pound Lake West,Sodium,mg/L,1988-10-17,NA
Buffalo Pound Lake West,Sodium,mg/L,1989-03-14,NA
Buffalo Pound Lake West,Sodium,mg/L,1989-06-19,NA
Buffalo Pound Lake West,Sodium,mg/L,1989-07-24,NA
Buffalo Pound Lake West,Sodium,mg/L,1989-08-14,NA
Buffalo Pound Lake West,Sodium,mg/L,1989-10-30,NA
Buffalo Pound Lake West,Sodium,mg/L,1990-02-26,NA
Buffalo Pound Lake West,Sodium,mg/L,1990-05-01,30
Buffalo Pound Lake West,Sodium,mg/L,1990-06-04,26
Buffalo Pound Lake West,Sodium,mg/L,1990-07-09,24
Buffalo Pound Lake West,Sodium,mg/L,1990-08-20,22
Buffalo Pound Lake West,Sodium,mg/L,1991-03-13,24
Buffalo Pound Lake West,Sodium,mg/L,1991-04-23,23
Buffalo Pound Lake West,Sodium,mg/L,1991-08-20,39
Buffalo Pound Lake West,Sodium,mg/L,1991-12-05,37
Buffalo Pound Lake West,Sodium,mg/L,1992-04-28,34
Buffalo Pound Lake West,Sodium,mg/L,1992-07-27,23
Buffalo Pound Lake West,Sodium,mg/L,1992-09-22,22
Buffalo Pound Lake West,Sodium,mg/L,1992-12-14,32
Buffalo Pound Lake West,Sodium,mg/L,1993-05-01,29
Buffalo Pound Lake West,Sodium,mg/L,1994-05-09,50
Buffalo Pound Lake West,Sodium,mg/L,1995-05-15,31
Buffalo Pound Lake West,Sodium,mg/L,1995-10-23,31
Buffalo Pound Lake West,Sodium,mg/L,1996-05-27,39
