site,parameter,unit,date_ymd,result
Buffalo Pound Lake West,TDS (calc),mg/L,2000-07-10,351.79999999999995
Buffalo Pound Lake West,TDS (calc),mg/L,2000-10-02,395.8
Buffalo Pound Lake West,TDS (calc),mg/L,2001-05-28,416.40000000000003
Buffalo Pound Lake West,TDS (calc),mg/L,2001-08-13,359.8
Buffalo Pound Lake West,TDS (calc),mg/L,2001-10-15,403.4
Buffalo Pound Lake West,TDS (calc),mg/L,2002-05-13,369
Buffalo Pound Lake West,TDS (calc),mg/L,2004-06-14,391.77
Buffalo Pound Lake West,TDS (calc),mg/L,2005-05-16,399.65999999999997
Buffalo Pound Lake West,TDS (calc),mg/L,2006-06-19,471.99000000000007
Buffalo Pound Lake West,TDS (calc),mg/L,2007-06-11,447.44000000000005
Buffalo Pound Lake West,TDS (calc),mg/L,2008-05-26,406.26
Buffalo Pound Lake West,TDS (calc),mg/L,2008-08-19,NA
Buffalo Pound Lake West,TDS (calc),mg/L,2009-04-20,169.46000000000004
Buffalo Pound Lake West,TDS (calc),mg/L,2009-05-27,391.59000000000003
Buffalo Pound Lake West,TDS (calc),mg/L,2009-06-22,376.02
Buffalo Pound Lake West,TDS (calc),mg/L,2009-09-22,388.009
Buffalo Pound Lake West,TDS (calc),mg/L,2010-06-01,521.477
Buffalo Pound Lake West,TDS (calc),mg/L,2011-06-28,576.8969999999999
Buffalo Pound Lake West,TDS (calc),mg/L,2012-06-20,767.8889999999999
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1980-02-11,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1980-02-26,NA
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1980-04-14,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1980-05-12,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1980-06-10,16
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1980-07-16,18
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1980-09-16,8.5
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1980-11-12,NA
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1981-01-20,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1981-03-10,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1981-05-11,2
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1981-07-21,5
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1981-09-15,3
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1981-11-17,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1982-02-23,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1982-03-23,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1982-05-25,3
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1982-07-20,NA
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1982-10-12,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1983-02-15,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1983-05-31,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1983-07-11,1
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1984-03-20,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1988-10-17,1
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1989-03-14,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1989-06-19,3
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1989-07-24,2
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1989-08-14,2
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1989-10-30,1
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1990-02-26,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1990-05-01,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1990-06-04,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1990-07-09,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1990-08-20,1
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1991-03-13,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1991-04-23,2
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1991-08-20,8
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1991-12-05,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1992-04-28,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1992-07-27,2
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1992-09-22,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1992-12-14,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1993-05-01,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1994-05-09,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1995-05-15,5
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1995-10-23,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1996-05-27,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1996-10-21,2
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1997-05-12,6
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1997-08-18,4
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1998-06-01,5
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,1999-07-19,7
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,2000-05-08,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,2000-07-10,4
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,2000-10-02,3
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,2001-05-28,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,2001-08-13,2
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,2001-10-15,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,2002-05-13,3
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,2004-06-14,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,2005-05-16,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,2006-06-19,3.64
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,2007-06-11,4
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,2008-05-26,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,2008-08-19,4
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,2009-04-20,0
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,2009-05-27,5.5
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,2009-06-22,6
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,2009-09-22,0.9
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,2010-06-01,3
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,2011-06-28,9.5
Buffalo Pound Lake West,p-Alkalinity,mg/L CaCO3,2012-06-20,10.5
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1980-02-11,233
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1980-02-26,NA
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1980-04-14,114
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1980-05-12,158
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1980-06-10,148
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1980-07-16,124
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1980-09-16,138
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1980-11-12,161
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1981-01-20,208
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1981-03-10,165
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1981-05-11,162
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1981-07-21,125
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1981-09-15,126
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1981-11-17,147
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1982-02-23,226
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1982-03-23,188
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1982-05-25,156
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1982-07-20,106
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1982-10-12,161
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1983-02-15,234
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1983-05-31,168
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1983-07-11,151
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1984-03-20,202
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1988-10-17,168
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1989-03-14,213
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1989-06-19,181
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1989-07-24,169
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1989-08-14,162
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1989-10-30,157
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1990-02-26,222
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1990-05-01,145
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1990-06-04,152
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1990-07-09,149
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1990-08-20,140
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1991-03-13,177
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1991-04-23,111
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1991-08-20,165
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1991-12-05,188
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1992-04-28,144
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1992-07-27,136
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1992-09-22,155
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1992-12-14,186
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1993-05-01,165
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1994-05-09,156
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1995-05-15,168
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1995-10-23,162
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1996-05-27,133
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1996-10-21,162
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1997-05-12,134
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1997-08-18,134
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1998-06-01,154
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,1999-07-19,162
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,2000-05-08,155
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,2000-07-10,142
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,2000-10-02,160
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,2001-05-28,155
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,2001-08-13,154
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,2001-10-15,162
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,2002-05-13,154
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,2004-06-14,156.8
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,2005-05-16,151.38
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,2006-06-19,159.01
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,2007-06-11,161.9
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,2008-05-26,170
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,2008-08-19,150.5
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,2009-04-20,55.5
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,2009-05-27,162.1
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,2009-06-22,150
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,2009-09-22,158
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,2010-06-01,171.5
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,2011-06-28,163
Buffalo Pound Lake West,T-Alkalinity,mg/L CaCO3,2012-06-20,198
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1980-02-11,233
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1980-02-26,NA
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1980-04-14,116
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1980-05-12,164
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1980-06-10,155
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1980-07-16,127
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1980-09-16,148
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1980-11-12,175
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1981-01-20,213
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1981-03-10,173
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1981-05-11,169
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1981-07-21,128
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1981-09-15,140
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1981-11-17,169
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1982-02-23,242
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1982-03-23,202
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1982-05-25,142
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1982-07-20,177
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1982-10-12,188
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1983-02-15,248
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1983-05-31,172
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1983-07-11,164
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1984-03-20,204
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1988-10-17,188
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1989-03-14,233
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1989-06-19,190
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1989-07-24,176
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1989-08-14,172
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1989-10-30,186
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1990-02-26,241
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1990-05-01,174
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1990-06-04,183
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1990-07-09,171
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1990-08-20,161
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1991-03-13,180
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1991-04-23,127
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1991-08-20,178
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1991-12-05,229
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1992-04-28,173
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1992-07-27,158
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1992-09-22,180
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1992-12-14,222
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1993-05-01,196
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1994-05-09,156
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1995-05-15,174
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1995-10-23,162
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1996-05-27,138
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1996-10-21,182
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1997-05-12,165
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1997-08-18,152
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1998-06-01,178
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,1999-07-19,212
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,2000-05-08,187
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,2000-07-10,168
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,2000-10-02,191
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,2001-05-28,200
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,2001-08-13,186
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,2001-10-15,199
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,2002-05-13,185
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,2004-06-14,194.5
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,2005-05-16,188.8
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,2006-06-19,206.13
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,2007-06-11,200.2
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,2008-05-26,199
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,2008-08-19,NA
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,2009-04-20,72.1
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,2009-05-27,201.5
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,2009-06-22,181
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,2009-09-22,187.1
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,2010-06-01,222
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,2011-06-28,222.8
Buffalo Pound Lake West,Total Hardness,mg/L CaCO3,2012-06-20,276.7
Buffalo Pound Lake West,Carbonate,mg/L,1980-02-11,0
Buffalo Pound Lake West,Carbonate,mg/L,1980-02-26,NA
Buffalo Pound Lake West,Carbonate,mg/L,1980-04-14,0
Buffalo Pound Lake West,Carbonate,mg/L,1980-05-12,0
Buffalo Pound Lake West,Carbonate,mg/L,1980-06-10,19
Buffalo Pound Lake West,Carbonate,mg/L,1980-07-16,22
Buffalo Pound Lake West,Carbonate,mg/L,1980-09-16,10
Buffalo Pound Lake West,Carbonate,mg/L,1980-11-12,NA
Buffalo Pound Lake West,Carbonate,mg/L,1981-01-20,0
Buffalo Pound Lake West,Carbonate,mg/L,1981-03-10,0
Buffalo Pound Lake West,Carbonate,mg/L,1981-05-11,2
Buffalo Pound Lake West,Carbonate,mg/L,1981-07-21,6
Buffalo Pound Lake West,Carbonate,mg/L,1981-09-15,4
Buffalo Pound Lake West,Carbonate,mg/L,1981-11-17,0
Buffalo Pound Lake West,Carbonate,mg/L,1982-02-23,0
Buffalo Pound Lake West,Carbonate,mg/L,1982-03-23,0
Buffalo Pound Lake West,Carbonate,mg/L,1982-05-25,4
Buffalo Pound Lake West,Carbonate,mg/L,1982-07-20,NA
Buffalo Pound Lake West,Carbonate,mg/L,1982-10-12,0
Buffalo Pound Lake West,Carbonate,mg/L,1983-02-15,0
Buffalo Pound Lake West,Carbonate,mg/L,1983-05-31,0
Buffalo Pound Lake West,Carbonate,mg/L,1983-07-11,1
Buffalo Pound Lake West,Carbonate,mg/L,1984-03-20,0
Buffalo Pound Lake West,Carbonate,mg/L,1988-10-17,1.2
Buffalo Pound Lake West,Carbonate,mg/L,1989-03-14,0
Buffalo Pound Lake West,Carbonate,mg/L,1989-06-19,4
Buffalo Pound Lake West,Carbonate,mg/L,1989-07-24,1
Buffalo Pound Lake West,Carbonate,mg/L,1989-08-14,2
Buffalo Pound Lake West,Carbonate,mg/L,1989-10-30,0
Buffalo Pound Lake West,Carbonate,mg/L,1990-02-26,0
Buffalo Pound Lake West,Carbonate,mg/L,1990-05-01,0
Buffalo Pound Lake West,Carbonate,mg/L,1990-06-04,0
Buffalo Pound Lake West,Carbonate,mg/L,1990-07-09,0
Buffalo Pound Lake West,Carbonate,mg/L,1990-08-20,1.2
Buffalo Pound Lake West,Carbonate,mg/L,1991-03-13,0
Buffalo Pound Lake West,Carbonate,mg/L,1991-04-23,2
Buffalo Pound Lake West,Carbonate,mg/L,1991-08-20,10
Buffalo Pound Lake West,Carbonate,mg/L,1991-12-05,0
Buffalo Pound Lake West,Carbonate,mg/L,1992-04-28,0
Buffalo Pound Lake West,Carbonate,mg/L,1992-07-27,3
Buffalo Pound Lake West,Carbonate,mg/L,1992-09-22,0
Buffalo Pound Lake West,Carbonate,mg/L,1992-12-14,0
Buffalo Pound Lake West,Carbonate,mg/L,1993-05-01,0
Buffalo Pound Lake West,Carbonate,mg/L,1994-05-09,0
Buffalo Pound Lake West,Carbonate,mg/L,1995-05-15,6
Buffalo Pound Lake West,Carbonate,mg/L,1995-10-23,0
Buffalo Pound Lake West,Carbonate,mg/L,1996-05-27,0
Buffalo Pound Lake West,Carbonate,mg/L,1996-10-21,2
Buffalo Pound Lake West,Carbonate,mg/L,1997-05-12,7
Buffalo Pound Lake West,Carbonate,mg/L,1997-08-18,5
Buffalo Pound Lake West,Carbonate,mg/L,1998-06-01,6
Buffalo Pound Lake West,Carbonate,mg/L,1999-07-19,8
Buffalo Pound Lake West,Carbonate,mg/L,2000-05-08,0
Buffalo Pound Lake West,Carbonate,mg/L,2000-07-10,5
Buffalo Pound Lake West,Carbonate,mg/L,2000-10-02,4
Buffalo Pound Lake West,Carbonate,mg/L,2001-05-28,0
Buffalo Pound Lake West,Carbonate,mg/L,2001-08-13,2
Buffalo Pound Lake West,Carbonate,mg/L,2001-10-15,0
Buffalo Pound Lake West,Carbonate,mg/L,2002-05-13,4
Buffalo Pound Lake West,Carbonate,mg/L,2004-06-14,0
Buffalo Pound Lake West,Carbonate,mg/L,2005-05-16,0
Buffalo Pound Lake West,Carbonate,mg/L,2006-06-19,4.37
Buffalo Pound Lake West,Carbonate,mg/L,2007-06-11,4.8
Buffalo Pound Lake West,Carbonate,mg/L,2008-05-26,0
Buffalo Pound Lake West,Carbonate,mg/L,2008-08-19,NA
Buffalo Pound Lake West,Carbonate,mg/L,2009-04-20,0
Buffalo Pound Lake West,Carbonate,mg/L,2009-05-27,6.6
Buffalo Pound Lake West,Carbonate,mg/L,2009-06-22,7.2
Buffalo Pound Lake West,Carbonate,mg/L,2009-09-22,1.1
Buffalo Pound Lake West,Carbonate,mg/L,2010-06-01,3.6
Buffalo Pound Lake West,Carbonate,mg/L,2011-06-28,11.4
Buffalo Pound Lake West,Carbonate,mg/L,2012-06-20,12.6
Buffalo Pound Lake West,Bicarbonate,mg/L,1980-02-11,284
Buffalo Pound Lake West,Bicarbonate,mg/L,1980-02-26,NA
Buffalo Pound Lake West,Bicarbonate,mg/L,1980-04-14,140
Buffalo Pound Lake West,Bicarbonate,mg/L,1980-05-12,193
Buffalo Pound Lake West,Bicarbonate,mg/L,1980-06-10,142
Buffalo Pound Lake West,Bicarbonate,mg/L,1980-07-16,107
Buffalo Pound Lake West,Bicarbonate,mg/L,1980-09-16,148
Buffalo Pound Lake West,Bicarbonate,mg/L,1980-11-12,NA
Buffalo Pound Lake West,Bicarbonate,mg/L,1981-01-20,254
Buffalo Pound Lake West,Bicarbonate,mg/L,1981-03-10,201
Buffalo Pound Lake West,Bicarbonate,mg/L,1981-05-11,195
Buffalo Pound Lake West,Bicarbonate,mg/L,1981-07-21,140
Buffalo Pound Lake West,Bicarbonate,mg/L,1981-09-15,146
Buffalo Pound Lake West,Bicarbonate,mg/L,1981-11-17,179
Buffalo Pound Lake West,Bicarbonate,mg/L,1982-02-23,276
Buffalo Pound Lake West,Bicarbonate,mg/L,1982-03-23,229
Buffalo Pound Lake West,Bicarbonate,mg/L,1982-05-25,183
Buffalo Pound Lake West,Bicarbonate,mg/L,1982-07-20,NA
Buffalo Pound Lake West,Bicarbonate,mg/L,1982-10-12,196
Buffalo Pound Lake West,Bicarbonate,mg/L,1983-02-15,285
Buffalo Pound Lake West,Bicarbonate,mg/L,1983-05-31,205
Buffalo Pound Lake West,Bicarbonate,mg/L,1983-07-11,183
Buffalo Pound Lake West,Bicarbonate,mg/L,1984-03-20,246
Buffalo Pound Lake West,Bicarbonate,mg/L,1988-10-17,202.51999999999998
Buffalo Pound Lake West,Bicarbonate,mg/L,1989-03-14,260
Buffalo Pound Lake West,Bicarbonate,mg/L,1989-06-19,214
Buffalo Pound Lake West,Bicarbonate,mg/L,1989-07-24,204
Buffalo Pound Lake West,Bicarbonate,mg/L,1989-08-14,193
Buffalo Pound Lake West,Bicarbonate,mg/L,1989-10-30,189
Buffalo Pound Lake West,Bicarbonate,mg/L,1990-02-26,271
Buffalo Pound Lake West,Bicarbonate,mg/L,1990-05-01,177
Buffalo Pound Lake West,Bicarbonate,mg/L,1990-06-04,186
Buffalo Pound Lake West,Bicarbonate,mg/L,1990-07-09,177
Buffalo Pound Lake West,Bicarbonate,mg/L,1990-08-20,168
Buffalo Pound Lake West,Bicarbonate,mg/L,1991-03-13,216
Buffalo Pound Lake West,Bicarbonate,mg/L,1991-04-23,130
Buffalo Pound Lake West,Bicarbonate,mg/L,1991-08-20,181
Buffalo Pound Lake West,Bicarbonate,mg/L,1991-12-05,229
Buffalo Pound Lake West,Bicarbonate,mg/L,1992-04-28,176
Buffalo Pound Lake West,Bicarbonate,mg/L,1992-07-27,160
Buffalo Pound Lake West,Bicarbonate,mg/L,1992-09-22,189
Buffalo Pound Lake West,Bicarbonate,mg/L,1992-12-14,227
Buffalo Pound Lake West,Bicarbonate,mg/L,1993-05-01,200
Buffalo Pound Lake West,Bicarbonate,mg/L,1994-05-09,190
Buffalo Pound Lake West,Bicarbonate,mg/L,1995-05-15,193
Buffalo Pound Lake West,Bicarbonate,mg/L,1995-10-23,197
Buffalo Pound Lake West,Bicarbonate,mg/L,1996-05-27,162.1
Buffalo Pound Lake West,Bicarbonate,mg/L,1996-10-21,197
Buffalo Pound Lake West,Bicarbonate,mg/L,1997-05-12,149
Buffalo Pound Lake West,Bicarbonate,mg/L,1997-08-18,154
Buffalo Pound Lake West,Bicarbonate,mg/L,1998-06-01,176
Buffalo Pound Lake West,Bicarbonate,mg/L,1999-07-19,197
Buffalo Pound Lake West,Bicarbonate,mg/L,2000-05-08,189
Buffalo Pound Lake West,Bicarbonate,mg/L,2000-07-10,163
Buffalo Pound Lake West,Bicarbonate,mg/L,2000-10-02,188
Buffalo Pound Lake West,Bicarbonate,mg/L,2001-05-28,185
Buffalo Pound Lake West,Bicarbonate,mg/L,2001-08-13,183
Buffalo Pound Lake West,Bicarbonate,mg/L,2001-10-15,198
Buffalo Pound Lake West,Bicarbonate,mg/L,2002-05-13,180
