ISKWAO CREEK NEAR CRAIK,,Average Daily ,,Stage
Data Start Time,26/03/1993 12:00:00 AM
Data End Time,26/10/2012 11:50:00 AM
Time Stamp,,,m
23/04/1994 12:00:00 AM,,,1.251
24/04/1994 12:00:00 AM,,,1.266
25/04/1994 12:00:00 AM,,,1.282
26/04/1994 12:00:00 AM,,,1.165
27/04/1994 12:00:00 AM,,,1.160
28/04/1994 12:00:00 AM,,,1.196
29/04/1994 12:00:00 AM,,,1.229
30/04/1994 12:00:00 AM,,,1.265
01/05/1994 12:00:00 AM,,,1.267
02/05/1994 12:00:00 AM,,,1.258
03/05/1994 12:00:00 AM,,,1.262
04/05/1994 12:00:00 AM,,,1.272
05/05/1994 12:00:00 AM,,,1.279
06/05/1994 12:00:00 AM,,,1.287
07/05/1994 12:00:00 AM,,,1.283
08/05/1994 12:00:00 AM,,,1.271
09/05/1994 12:00:00 AM,,,1.252
10/05/1994 12:00:00 AM,,,1.280
11/05/1994 12:00:00 AM,,,1.294
12/05/1994 12:00:00 AM,,,1.305
13/05/1994 12:00:00 AM,,,1.297
14/05/1994 12:00:00 AM,,,1.286
15/05/1994 12:00:00 AM,,,1.277
16/05/1994 12:00:00 AM,,,1.271
17/05/1994 12:00:00 AM,,,1.290
18/05/1994 12:00:00 AM,,,1.300
19/05/1994 12:00:00 AM,,,1.300
20/05/1994 12:00:00 AM,,,1.314
21/05/1994 12:00:00 AM,,,1.308
22/05/1994 12:00:00 AM,,,1.303
23/05/1994 12:00:00 AM,,,1.299
24/05/1994 12:00:00 AM,,,1.303
25/05/1994 12:00:00 AM,,,1.304
26/05/1994 12:00:00 AM,,,1.304
27/05/1994 12:00:00 AM,,,1.379
28/05/1994 12:00:00 AM,,,1.386
29/05/1994 12:00:00 AM,,,1.385
30/05/1994 12:00:00 AM,,,1.394
31/05/1994 12:00:00 AM,,,1.312
01/06/1994 12:00:00 AM,,,1.163
02/06/1994 12:00:00 AM,,,1.158
03/06/1994 12:00:00 AM,,,1.130
04/06/1994 12:00:00 AM,,,1.106
05/06/1994 12:00:00 AM,,,1.039
06/06/1994 12:00:00 AM,,,1.002
07/06/1994 12:00:00 AM,,,0.983
08/06/1994 12:00:00 AM,,,0.991
09/06/1994 12:00:00 AM,,,1.003
10/06/1994 12:00:00 AM,,,0.995
11/06/1994 12:00:00 AM,,,0.976
12/06/1994 12:00:00 AM,,,0.960
13/06/1994 12:00:00 AM,,,0.952
14/06/1994 12:00:00 AM,,,0.959
15/06/1994 12:00:00 AM,,,0.963
16/06/1994 12:00:00 AM,,,0.964
17/06/1994 12:00:00 AM,,,0.960
18/06/1994 12:00:00 AM,,,0.943
19/06/1994 12:00:00 AM,,,0.927
20/06/1994 12:00:00 AM,,,0.904
21/06/1994 12:00:00 AM,,,0.889
22/06/1994 12:00:00 AM,,,0.876
23/06/1994 12:00:00 AM,,,0.868
24/06/1994 12:00:00 AM,,,0.862
25/06/1994 12:00:00 AM,,,0.862
26/06/1994 12:00:00 AM,,,0.857
27/06/1994 12:00:00 AM,,,0.886
28/06/1994 12:00:00 AM,,,0.883
29/06/1994 12:00:00 AM,,,0.895
30/06/1994 12:00:00 AM,,,0.916
01/07/1994 12:00:00 AM,,,0.891
02/07/1994 12:00:00 AM,,,0.918
03/07/1994 12:00:00 AM,,,0.955
04/07/1994 12:00:00 AM,,,0.948
05/07/1994 12:00:00 AM,,,0.934
06/07/1994 12:00:00 AM,,,1.024
07/07/1994 12:00:00 AM,,,1.022
08/07/1994 12:00:00 AM,,,1.000
09/07/1994 12:00:00 AM,,,0.984
10/07/1994 12:00:00 AM,,,0.972
11/07/1994 12:00:00 AM,,,0.968
12/07/1994 12:00:00 AM,,,0.957
13/07/1994 12:00:00 AM,,,0.934
14/07/1994 12:00:00 AM,,,0.909
15/07/1994 12:00:00 AM,,,0.904
16/07/1994 12:00:00 AM,,,0.900
17/07/1994 12:00:00 AM,,,0.897
18/07/1994 12:00:00 AM,,,0.893
19/07/1994 12:00:00 AM,,,0.892
20/07/1994 12:00:00 AM,,,0.879
21/07/1994 12:00:00 AM,,,0.870
22/07/1994 12:00:00 AM,,,0.862
23/07/1994 12:00:00 AM,,,0.847
24/07/1994 12:00:00 AM,,,0.835
25/07/1994 12:00:00 AM,,,0.822
26/07/1994 12:00:00 AM,,,0.808
27/07/1994 12:00:00 AM,,,0.794
28/07/1994 12:00:00 AM,,,0.779
29/07/1994 12:00:00 AM,,,0.765
30/07/1994 12:00:00 AM,,,0.750
31/07/1994 12:00:00 AM,,,0.736
01/08/1994 12:00:00 AM,,,0.723
02/08/1994 12:00:00 AM,,,0.707
03/08/1994 12:00:00 AM,,,0.692
04/08/1994 12:00:00 AM,,,0.676
05/08/1994 12:00:00 AM,,,0.652
06/08/1994 12:00:00 AM,,,0.682
07/08/1994 12:00:00 AM,,,0.731
08/08/1994 12:00:00 AM,,,0.729
09/08/1994 12:00:00 AM,,,0.719
10/08/1994 12:00:00 AM,,,0.710
11/08/1994 12:00:00 AM,,,0.704
12/08/1994 12:00:00 AM,,,0.702
13/08/1994 12:00:00 AM,,,0.689
14/08/1994 12:00:00 AM,,,0.677
